datum;wahl;ags;gebiet-nr_x;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;SPD 1;SPD 2;CDU 1;CDU 2;Grüne 1;Grüne 2;FDP 1;FDP 2;AfD 1;AfD 2;Die Linke 1;Die Linke 2;FW 1;FW 2;Tier 1;Tier 2;PARTEI 1;PARTEI 2;Volt 1;Volt 2;Hum 1;Hum 2;MLPD 1;MLPD 2;BD 1;BD 2;BSW 1;BSW 2;EMRE;F15;SPD 1%;SPD 2%;CDU 1%;CDU 2%;Grüne 1%;Grüne 2%;FDP 1%;FDP 2%;AfD 1%;AfD 2%;Die Linke 1%;Die Linke 2%;FW 1%;FW 2%;Tier 1%;Tier 2%;PARTEI 1%;PARTEI 2%;Volt 1%;Volt 2%;Hum 1%;Hum 2%;MLPD 1%;MLPD 2%;BD 1%;BD 2%;BSW 1%;BSW 2%;gebiet-nr_y;wk_name
23.02.2025;Bundestagswahl;6412000;1001;010-01;1;1;785;549;0;1334;608;18;4;604;2;606;149;108;159;143;105;100;37;44;55;60;72;89;7;4;;4;6;3;11;8;;1;3;0;;0;;42;;;24.67;17.82;26.32;23.6;17.38;16.5;6.13;7.26;9.11;9.9;11.92;14.69;1.16;0.66;;0.66;0.99;0.5;1.82;1.32;;0.17;0.5;0.0;;0.0;;6.93;1001;Stadtbücherei Zentralbibliothek
23.02.2025;Bundestagswahl;6412000;1002;010-02;1;1;673;330;0;1003;473;6;4;469;4;469;116;82;117;99;74;70;18;29;61;55;70;85;2;2;;2;5;4;6;6;;0;0;0;;1;;34;;;24.73;17.48;24.95;21.11;15.78;14.93;3.84;6.18;13.01;11.73;14.93;18.12;0.43;0.43;;0.43;1.07;0.85;1.28;1.28;;0.0;0.0;0.0;;0.21;;7.25;1002;Stadtbücherei Zentralbibliothek
23.02.2025;Bundestagswahl;6412000;4001;040-01;1;1;831;607;0;1438;592;6;4;588;3;589;131;83;157;127;100;101;40;70;68;68;78;100;2;1;;1;3;4;6;4;;0;3;0;;0;;30;;;22.28;14.09;26.7;21.56;17.01;17.15;6.8;11.88;11.56;11.54;13.27;16.98;0.34;0.17;;0.17;0.51;0.68;1.02;0.68;;0.0;0.51;0.0;;0.0;;5.09;4001;Liebfrauenschule
23.02.2025;Bundestagswahl;6412000;7001;070-01;1;1;430;237;0;667;245;4;4;241;3;242;55;33;44;31;47;47;10;18;20;22;55;60;2;1;;3;2;1;5;5;;0;1;2;;0;;19;;;22.82;13.64;18.26;12.81;19.5;19.42;4.15;7.44;8.3;9.09;22.82;24.79;0.83;0.41;;1.24;0.83;0.41;2.07;2.07;;0.0;0.41;0.83;;0.0;;7.85;7001;Julius-Leber-Schule
23.02.2025;Bundestagswahl;6412000;8001;080-01;1;1;698;427;0;1125;460;3;2;458;1;459;109;73;96;77;89;89;17;28;39;44;92;114;4;4;;1;5;2;5;2;;0;2;1;;0;;24;;;23.8;15.9;20.96;16.78;19.43;19.39;3.71;6.1;8.52;9.59;20.09;24.84;0.87;0.87;;0.22;1.09;0.44;1.09;0.44;;0.0;0.44;0.22;;0.0;;5.23;8001;Ludwig-Börne-Schule
23.02.2025;Bundestagswahl;6412000;9001;090-01;1;1;1140;740;0;1880;868;26;7;861;6;862;184;94;196;158;163;165;73;107;73;78;139;209;5;1;;4;9;4;17;18;;1;2;1;;0;;22;;;21.37;10.9;22.76;18.33;18.93;19.14;8.48;12.41;8.48;9.05;16.14;24.25;0.58;0.12;;0.46;1.05;0.46;1.97;2.09;;0.12;0.23;0.12;;0.0;;2.55;9001;Weißfrauenschule
23.02.2025;Bundestagswahl;6412000;10001;100-01;1;1;646;679;0;1325;577;24;3;574;1;576;116;78;228;197;73;86;56;79;57;59;37;47;2;0;;1;1;0;3;1;;2;1;0;;2;;24;;;20.21;13.54;39.72;34.2;12.72;14.93;9.76;13.72;9.93;10.24;6.45;8.16;0.35;0.0;;0.17;0.17;0.0;0.52;0.17;;0.35;0.17;0.0;;0.35;;4.17;10001;Goethe-Gymnasium
23.02.2025;Bundestagswahl;6412000;10002;100-02;1;1;736;581;0;1317;623;27;4;619;4;619;122;76;237;202;78;96;75;106;58;68;33;39;4;4;;0;7;3;4;5;;0;1;0;;0;;20;;;19.71;12.28;38.29;32.63;12.6;15.51;12.12;17.12;9.37;10.99;5.33;6.3;0.65;0.65;;0.0;1.13;0.48;0.65;0.81;;0.0;0.16;0.0;;0.0;;3.23;10002;Bettinaschule
23.02.2025;Bundestagswahl;6412000;11001;110-01;1;1;608;489;0;1097;508;15;2;506;1;507;90;56;182;158;114;116;39;65;35;39;39;48;2;2;;1;3;2;1;1;;1;1;0;;1;;17;;;17.79;11.05;35.97;31.16;22.53;22.88;7.71;12.82;6.92;7.69;7.71;9.47;0.4;0.39;;0.2;0.59;0.39;0.2;0.2;;0.2;0.2;0.0;;0.2;;3.35;11001;Anna-Schmidt-Schule
23.02.2025;Bundestagswahl;6412000;11002;110-02;1;1;580;440;0;1020;489;9;4;485;1;488;102;78;166;140;90;97;38;67;43;41;30;40;2;1;;2;4;3;10;4;;1;0;0;;0;;14;;;21.03;15.98;34.23;28.69;18.56;19.88;7.84;13.73;8.87;8.4;6.19;8.2;0.41;0.2;;0.41;0.82;0.61;2.06;0.82;;0.2;0.0;0.0;;0.0;;2.87;11002;Anna-Schmidt-Schule
23.02.2025;Bundestagswahl;6412000;12001;120-01;1;1;714;446;0;1160;644;16;6;638;3;641;96;104;159;145;241;187;33;53;42;39;51;84;2;1;;2;5;3;7;3;;1;0;0;2.0;0;;19;0.0;;15.05;16.22;24.92;22.62;37.77;29.17;5.17;8.27;6.58;6.08;7.99;13.1;0.31;0.16;;0.31;0.78;0.47;1.1;0.47;;0.16;0.0;0.0;0.31;0.0;;2.96;12001;Musterschule
23.02.2025;Bundestagswahl;6412000;12002;120-02;1;1;759;541;0;1300;660;18;6;654;3;657;86;81;150;146;270;190;24;41;33;35;72;121;4;4;;3;7;3;7;11;;0;1;0;0.0;0;;22;0.0;;13.15;12.33;22.94;22.22;41.28;28.92;3.67;6.24;5.05;5.33;11.01;18.42;0.61;0.61;;0.46;1.07;0.46;1.07;1.67;;0.0;0.15;0.0;0.0;0.0;;3.35;12002;Musterschule
23.02.2025;Bundestagswahl;6412000;12003;120-03;1;1;707;452;0;1159;600;7;2;598;0;600;100;104;165;133;191;137;35;64;36;41;58;99;2;2;;2;3;1;6;3;;0;1;0;0.0;0;;14;1.0;;16.72;17.33;27.59;22.17;31.94;22.83;5.85;10.67;6.02;6.83;9.7;16.5;0.33;0.33;;0.33;0.5;0.17;1.0;0.5;;0.0;0.17;0.0;0.0;0.0;;2.33;12003;Haus der Volksarbeit
23.02.2025;Bundestagswahl;6412000;12004;120-04;1;1;558;454;0;1012;489;14;3;486;1;488;69;85;120;107;160;109;46;61;21;25;51;71;6;4;;0;3;4;7;7;;0;0;0;3.0;2;;13;0.0;;14.2;17.42;24.69;21.93;32.92;22.34;9.47;12.5;4.32;5.12;10.49;14.55;1.23;0.82;;0.0;0.62;0.82;1.44;1.43;;0.0;0.0;0.0;0.62;0.41;;2.66;12004;Musterschule
23.02.2025;Bundestagswahl;6412000;13001;130-01;1;1;685;588;0;1273;580;11;6;574;3;577;84;88;102;95;223;154;28;39;43;46;76;123;2;1;;1;8;6;7;8;;0;0;0;1.0;0;;16;0.0;;14.63;15.25;17.77;16.46;38.85;26.69;4.88;6.76;7.49;7.97;13.24;21.32;0.35;0.17;;0.17;1.39;1.04;1.22;1.39;;0.0;0.0;0.0;0.17;0.0;;2.77;13001;Klingerschule
23.02.2025;Bundestagswahl;6412000;13002;130-02;1;1;755;455;0;1210;641;14;6;635;2;639;100;100;163;144;215;161;28;44;37;42;66;100;2;1;;4;10;5;14;10;;0;0;0;0.0;0;;28;0.0;;15.75;15.65;25.67;22.54;33.86;25.2;4.41;6.89;5.83;6.57;10.39;15.65;0.31;0.16;;0.63;1.57;0.78;2.2;1.56;;0.0;0.0;0.0;0.0;0.0;;4.38;13002;Klingerschule
23.02.2025;Bundestagswahl;6412000;13003;130-03;1;1;756;613;0;1369;619;13;0;619;1;618;101;107;113;101;253;180;27;31;38;42;65;119;3;1;;1;10;6;9;10;;0;0;0;0.0;0;;20;0.0;;16.32;17.31;18.26;16.34;40.87;29.13;4.36;5.02;6.14;6.8;10.5;19.26;0.48;0.16;;0.16;1.62;0.97;1.45;1.62;;0.0;0.0;0.0;0.0;0.0;;3.24;13003;Klingerschule
23.02.2025;Bundestagswahl;6412000;14001;140-01;1;1;560;313;0;873;444;9;9;435;4;440;73;77;87;65;125;99;14;27;49;48;65;87;4;3;;4;6;4;9;7;;2;1;0;2.0;1;;16;0.0;;16.78;17.5;20.0;14.77;28.74;22.5;3.22;6.14;11.26;10.91;14.94;19.77;0.92;0.68;;0.91;1.38;0.91;2.07;1.59;;0.45;0.23;0.0;0.46;0.23;;3.64;14001;Volkshochschule
23.02.2025;Bundestagswahl;6412000;14002;140-02;1;1;765;347;0;1112;569;11;7;562;8;561;135;96;95;78;121;101;26;36;51;54;102;131;2;1;;7;10;2;15;11;;2;1;1;1.0;0;;41;3.0;;24.02;17.11;16.9;13.9;21.53;18.0;4.63;6.42;9.07;9.63;18.15;23.35;0.36;0.18;;1.25;1.78;0.36;2.67;1.96;;0.36;0.18;0.18;0.18;0.0;;7.31;14002;Volkshochschule
23.02.2025;Bundestagswahl;6412000;14003;140-03;1;1;565;316;0;881;415;10;3;412;4;411;62;64;74;60;132;102;15;24;49;44;67;86;3;2;;2;5;4;5;3;;1;0;1;0.0;1;;17;0.0;;15.05;15.57;17.96;14.6;32.04;24.82;3.64;5.84;11.89;10.71;16.26;20.92;0.73;0.49;;0.49;1.21;0.97;1.21;0.73;;0.24;0.0;0.24;0.0;0.24;;4.14;14003;Heinrich-von-Gagern-Gymn. Außenstelle
23.02.2025;Bundestagswahl;6412000;14004;140-04;1;1;722;480;0;1202;529;13;11;518;7;522;110;91;143;138;135;110;25;30;35;35;54;84;1;1;;1;5;3;7;6;;0;0;0;0.0;0;;23;3.0;;21.24;17.43;27.61;26.44;26.06;21.07;4.83;5.75;6.76;6.7;10.42;16.09;0.19;0.19;;0.19;0.97;0.57;1.35;1.15;;0.0;0.0;0.0;0.0;0.0;;4.41;14004;IGS Herder
23.02.2025;Bundestagswahl;6412000;14005;140-05;1;1;344;315;0;659;304;9;1;303;1;303;43;51;102;96;90;66;25;39;25;20;12;16;1;1;;2;1;0;3;3;;0;0;0;1.0;0;;9;0.0;;14.19;16.83;33.66;31.68;29.7;21.78;8.25;12.87;8.25;6.6;3.96;5.28;0.33;0.33;;0.66;0.33;0.0;0.99;0.99;;0.0;0.0;0.0;0.33;0.0;;2.97;14005;Volkshochschule
23.02.2025;Bundestagswahl;6412000;15101;151-01;1;1;367;74;0;441;224;4;9;215;7;217;65;61;51;48;26;25;8;8;33;32;26;28;3;2;;3;2;1;1;0;;0;0;0;;0;;9;;;30.23;28.11;23.72;22.12;12.09;11.52;3.72;3.69;15.35;14.75;12.09;12.9;1.4;0.92;;1.38;0.93;0.46;0.47;0.0;;0.0;0.0;0.0;;0.0;;4.15;15101;Johanna-Kirchner-Altenhilfezentrum
23.02.2025;Bundestagswahl;6412000;15102;151-02;1;1;703;280;0;983;446;8;4;442;5;441;115;78;59;46;82;72;17;17;41;38;115;142;1;1;;3;6;4;5;6;;1;1;0;;0;;33;;;26.02;17.69;13.35;10.43;18.55;16.33;3.85;3.85;9.28;8.62;26.02;32.2;0.23;0.23;;0.68;1.36;0.91;1.13;1.36;;0.23;0.23;0.0;;0.0;;7.48;15102;Berufsbildungszentrum
23.02.2025;Bundestagswahl;6412000;15103;151-03;1;1;808;484;0;1292;640;22;5;635;2;638;149;91;122;104;158;136;19;33;66;60;105;167;1;1;;2;8;3;7;1;;0;0;0;;0;;40;;;23.46;14.26;19.21;16.3;24.88;21.32;2.99;5.17;10.39;9.4;16.54;26.18;0.16;0.16;;0.31;1.26;0.47;1.1;0.16;;0.0;0.0;0.0;;0.0;;6.27;15103;Saalbau Gutleut
23.02.2025;Bundestagswahl;6412000;15104;151-04;1;1;463;329;0;792;406;8;2;404;2;404;91;58;162;148;56;69;35;53;26;27;23;30;0;0;;0;0;1;10;8;;0;1;0;;0;;10;;;22.52;14.36;40.1;36.63;13.86;17.08;8.66;13.12;6.44;6.68;5.69;7.43;0.0;0.0;;0.0;0.0;0.25;2.48;1.98;;0.0;0.25;0.0;;0.0;;2.48;15104;Cronstetten-Haus
23.02.2025;Bundestagswahl;6412000;15301;153-01;1;1;906;605;0;1511;675;11;2;673;2;673;143;83;149;126;122;130;58;74;72;75;104;123;4;2;;4;4;1;15;13;;0;2;1;;1;;40;;;21.25;12.33;22.14;18.72;18.13;19.32;8.62;11.0;10.7;11.14;15.45;18.28;0.59;0.3;;0.59;0.59;0.15;2.23;1.93;;0.0;0.3;0.15;;0.15;;5.94;15301;Pfarramt St. Gallus
23.02.2025;Bundestagswahl;6412000;15302;153-02;1;1;1076;592;0;1668;756;23;7;749;5;751;201;133;152;122;126;131;42;60;82;80;129;159;1;0;;2;2;4;12;8;;2;2;0;;1;;49;;;26.84;17.71;20.29;16.25;16.82;17.44;5.61;7.99;10.95;10.65;17.22;21.17;0.13;0.0;;0.27;0.27;0.53;1.6;1.07;;0.27;0.27;0.0;;0.13;;6.52;15302;AWO Kita Lahn'sche Höfe
23.02.2025;Bundestagswahl;6412000;15401;154-01;1;1;797;212;0;1009;502;1;11;491;8;494;166;123;82;77;24;28;7;12;95;87;94;92;7;4;;8;3;3;13;7;;0;0;1;;1;;51;;;33.81;24.9;16.7;15.59;4.89;5.67;1.43;2.43;19.35;17.61;19.14;18.62;1.43;0.81;;1.62;0.61;0.61;2.65;1.42;;0.0;0.0;0.2;;0.2;;10.32;15401;Internationale Kita
23.02.2025;Bundestagswahl;6412000;15402;154-02;1;1;598;111;0;709;364;8;7;357;6;358;127;91;58;56;14;25;9;10;72;70;61;68;6;3;;8;3;0;6;2;;1;1;0;;1;;23;;;35.57;25.42;16.25;15.64;3.92;6.98;2.52;2.79;20.17;19.55;17.09;18.99;1.68;0.84;;2.23;0.84;0.0;1.68;0.56;;0.28;0.28;0.0;;0.28;;6.42;15402;Internationale Kita
23.02.2025;Bundestagswahl;6412000;16101;161-01;1;1;675;401;0;1076;438;14;3;435;1;437;97;53;91;70;71;67;33;46;45;48;82;106;3;2;;5;6;2;5;5;;1;2;0;;1;;31;;;22.3;12.13;20.92;16.02;16.32;15.33;7.59;10.53;10.34;10.98;18.85;24.26;0.69;0.46;;1.14;1.38;0.46;1.15;1.14;;0.23;0.46;0.0;;0.23;;7.09;16101;Falkschule
23.02.2025;Bundestagswahl;6412000;16102;161-02;1;1;670;298;0;968;446;11;7;439;5;441;97;69;83;78;86;79;24;23;51;59;86;106;3;4;;3;4;2;4;4;;0;1;0;;0;;14;;;22.1;15.65;18.91;17.69;19.59;17.91;5.47;5.22;11.62;13.38;19.59;24.04;0.68;0.91;;0.68;0.91;0.45;0.91;0.91;;0.0;0.23;0.0;;0.0;;3.17;16102;Saalbau Gallus
23.02.2025;Bundestagswahl;6412000;16103;161-03;1;1;533;588;0;1121;428;15;1;427;0;428;68;54;137;106;68;78;42;63;65;65;36;35;0;2;;2;4;2;7;8;;1;0;0;;0;;12;;;15.93;12.62;32.08;24.77;15.93;18.22;9.84;14.72;15.22;15.19;8.43;8.18;0.0;0.47;;0.47;0.94;0.47;1.64;1.87;;0.23;0.0;0.0;;0.0;;2.8;16103;Saalbau Gallus
23.02.2025;Bundestagswahl;6412000;16104;161-04;1;1;751;531;0;1282;549;7;1;548;1;548;126;69;133;114;78;100;48;67;55;52;85;88;0;1;;4;9;7;11;6;;0;3;1;;1;;38;;;22.99;12.59;24.27;20.8;14.23;18.25;8.76;12.23;10.04;9.49;15.51;16.06;0.0;0.18;;0.73;1.64;1.28;2.01;1.09;;0.0;0.55;0.18;;0.18;;6.93;16104;Saalbau Gallus
23.02.2025;Bundestagswahl;6412000;16201;162-01;1;1;719;328;0;1047;528;16;7;521;7;521;144;81;97;92;82;104;25;32;68;61;90;113;0;0;;3;4;1;7;4;;0;4;0;;0;;30;;;27.64;15.55;18.62;17.66;15.74;19.96;4.8;6.14;13.05;11.71;17.27;21.69;0.0;0.0;;0.58;0.77;0.19;1.34;0.77;;0.0;0.77;0.0;;0.0;;5.76;16201;Begegnungszentrum Flörsheimer Straße
23.02.2025;Bundestagswahl;6412000;16202;162-02;1;1;862;474;0;1336;607;15;3;604;3;604;166;113;78;68;96;107;25;21;80;71;132;156;5;5;;8;5;3;14;9;;0;3;0;;3;;40;;;27.48;18.71;12.91;11.26;15.89;17.72;4.14;3.48;13.25;11.75;21.85;25.83;0.83;0.83;;1.32;0.83;0.5;2.32;1.49;;0.0;0.5;0.0;;0.5;;6.62;16202;Paul-Hindemith-Schule
23.02.2025;Bundestagswahl;6412000;16203;162-03;1;1;636;450;0;1086;468;12;3;465;1;467;108;63;96;83;88;100;25;37;44;41;85;96;4;4;;5;6;2;6;4;;0;3;2;;0;;30;;;23.23;13.49;20.65;17.77;18.92;21.41;5.38;7.92;9.46;8.78;18.28;20.56;0.86;0.86;;1.07;1.29;0.43;1.29;0.86;;0.0;0.65;0.43;;0.0;;6.42;16203;Begegnungszentrum Flörsheimer Straße
23.02.2025;Bundestagswahl;6412000;16204;162-04;1;1;852;546;0;1398;705;22;7;698;4;701;151;86;223;206;112;143;61;77;72;79;64;70;1;0;;0;2;0;8;6;;1;4;2;;1;;30;;;21.63;12.27;31.95;29.39;16.05;20.4;8.74;10.98;10.32;11.27;9.17;9.99;0.14;0.0;;0.0;0.29;0.0;1.15;0.86;;0.14;0.57;0.29;;0.14;;4.28;16204;Paul-Hindemith-Schule
23.02.2025;Bundestagswahl;6412000;16205;162-05;1;1;812;537;0;1349;656;25;4;652;2;654;108;73;239;203;88;100;79;104;62;75;57;54;3;0;;4;5;2;10;5;;0;1;1;;2;;31;;;16.56;11.16;36.66;31.04;13.5;15.29;12.12;15.9;9.51;11.47;8.74;8.26;0.46;0.0;;0.61;0.77;0.31;1.53;0.76;;0.0;0.15;0.15;;0.31;;4.74;16205;Pax&People
23.02.2025;Bundestagswahl;6412000;16301;163-01;1;1;1053;384;0;1437;727;11;10;717;11;716;229;168;114;98;92;97;23;23;100;100;134;144;9;8;;8;9;2;7;5;;3;0;0;;0;;60;;;31.94;23.46;15.9;13.69;12.83;13.55;3.21;3.21;13.95;13.97;18.69;20.11;1.26;1.12;;1.12;1.26;0.28;0.98;0.7;;0.42;0.0;0.0;;0.0;;8.38;16301;Sankt Pius
23.02.2025;Bundestagswahl;6412000;16302;163-02;1;1;665;320;0;985;509;6;4;505;3;506;96;53;152;152;82;89;43;51;83;78;32;44;7;1;;3;3;0;6;5;;0;1;0;;2;;28;;;19.01;10.47;30.1;30.04;16.24;17.59;8.51;10.08;16.44;15.42;6.34;8.7;1.39;0.2;;0.59;0.59;0.0;1.19;0.99;;0.0;0.2;0.0;;0.4;;5.53;16302;Viktoria-Luise-Schule
23.02.2025;Bundestagswahl;6412000;16303;163-03;1;1;772;365;0;1137;649;18;3;646;1;648;139;83;181;184;115;118;59;69;74;70;59;68;5;7;;0;3;3;10;7;;0;1;0;;3;;36;;;21.52;12.81;28.02;28.4;17.8;18.21;9.13;10.65;11.46;10.8;9.13;10.49;0.77;1.08;;0.0;0.46;0.46;1.55;1.08;;0.0;0.15;0.0;;0.46;;5.56;16303;Viktoria-Luise-Schule
23.02.2025;Bundestagswahl;6412000;16401;164-01;1;1;530;199;0;729;328;6;4;324;2;326;92;60;73;67;25;42;13;12;49;49;59;63;5;1;;5;2;3;6;5;;0;0;0;;2;;17;;;28.4;18.4;22.53;20.55;7.72;12.88;4.01;3.68;15.12;15.03;18.21;19.33;1.54;0.31;;1.53;0.62;0.92;1.85;1.53;;0.0;0.0;0.0;;0.61;;5.21;16401;Bürgermeister-Grimm-Schule
23.02.2025;Bundestagswahl;6412000;16501;165-01;1;1;905;284;0;1189;577;13;11;566;4;573;154;124;90;73;74;71;27;37;69;62;140;141;3;2;;3;4;3;3;2;;1;2;2;;0;;52;;;27.21;21.64;15.9;12.74;13.07;12.39;4.77;6.46;12.19;10.82;24.73;24.61;0.53;0.35;;0.52;0.71;0.52;0.53;0.35;;0.17;0.35;0.35;;0.0;;9.08;16501;Begegnungszentrum Gallus
23.02.2025;Bundestagswahl;6412000;16502;165-02;1;1;513;99;0;612;282;5;4;278;5;277;77;57;48;42;26;20;7;5;53;55;56;71;2;1;;4;5;2;1;0;;0;3;2;;1;;17;;;27.7;20.58;17.27;15.16;9.35;7.22;2.52;1.81;19.06;19.86;20.14;25.63;0.72;0.36;;1.44;1.8;0.72;0.36;0.0;;0.0;1.08;0.72;;0.36;;6.14;16502;Kinder im Zentrum Gallus Familienzentrum
23.02.2025;Bundestagswahl;6412000;16503;165-03;1;1;801;201;0;1002;463;5;9;454;10;453;130;98;57;48;37;31;9;11;81;74;128;122;4;3;;4;3;0;2;2;;2;3;0;;1;;57;;;28.63;21.63;12.56;10.6;8.15;6.84;1.98;2.43;17.84;16.34;28.19;26.93;0.88;0.66;;0.88;0.66;0.0;0.44;0.44;;0.44;0.66;0.0;;0.22;;12.58;16503;Kinder im Zentrum Gallus Familienzentrum
23.02.2025;Bundestagswahl;6412000;16504;165-04;1;1;963;440;0;1403;730;10;16;714;14;716;165;105;212;185;82;104;43;65;126;123;69;70;3;1;;2;3;2;10;5;;0;1;0;;2;;52;;;23.11;14.66;29.69;25.84;11.48;14.53;6.02;9.08;17.65;17.18;9.66;9.78;0.42;0.14;;0.28;0.42;0.28;1.4;0.7;;0.0;0.14;0.0;;0.28;;7.26;16504;PAREA Gemeinschaftsraum
23.02.2025;Bundestagswahl;6412000;17001;170-01;1;1;662;606;0;1268;590;20;0;590;1;589;119;75;243;212;100;99;39;76;47;51;32;50;1;0;;4;2;0;7;5;;2;0;0;;0;;15;;;20.17;12.73;41.19;35.99;16.95;16.81;6.61;12.9;7.97;8.66;5.42;8.49;0.17;0.0;;0.68;0.34;0.0;1.19;0.85;;0.34;0.0;0.0;;0.0;;2.55;17001;Elsa-Brändström-Schule
23.02.2025;Bundestagswahl;6412000;17002;170-02;1;1;537;478;0;1015;463;12;0;463;1;462;95;63;168;140;67;73;44;74;42;48;35;47;4;0;;3;1;1;7;6;;0;0;0;;0;;7;;;20.52;13.64;36.29;30.3;14.47;15.8;9.5;16.02;9.07;10.39;7.56;10.17;0.86;0.0;;0.65;0.22;0.22;1.51;1.3;;0.0;0.0;0.0;;0.0;;1.52;17002;Goethe-Gymnasium
23.02.2025;Bundestagswahl;6412000;17003;170-03;1;1;593;433;0;1026;464;6;1;463;0;464;87;50;155;136;96;107;37;56;36;40;42;51;2;1;;0;3;1;5;5;;2;0;0;;0;;15;;;18.79;10.78;33.48;29.31;20.73;23.06;7.99;12.07;7.78;8.62;9.07;10.99;0.43;0.22;;0.0;0.65;0.22;1.08;1.08;;0.43;0.0;0.0;;0.0;;3.23;17003;Goethe-Gymnasium
23.02.2025;Bundestagswahl;6412000;18001;180-01;1;1;680;639;0;1319;601;26;2;599;4;597;142;78;202;178;128;159;50;69;35;42;34;53;0;1;;0;4;2;4;4;;0;0;0;;0;;11;;;23.71;13.07;33.72;29.82;21.37;26.63;8.35;11.56;5.84;7.04;5.68;8.88;0.0;0.17;;0.0;0.67;0.34;0.67;0.67;;0.0;0.0;0.0;;0.0;;1.84;18001;Lessing-Gymnasium
23.02.2025;Bundestagswahl;6412000;18002;180-02;1;1;688;619;0;1307;584;11;0;584;0;584;111;69;254;213;76;98;61;99;57;59;18;31;0;1;;2;4;1;2;2;;2;1;0;;0;;7;;;19.01;11.82;43.49;36.47;13.01;16.78;10.45;16.95;9.76;10.1;3.08;5.31;0.0;0.17;;0.34;0.68;0.17;0.34;0.34;;0.34;0.17;0.0;;0.0;;1.2;18002;Bettinaschule
23.02.2025;Bundestagswahl;6412000;18003;180-03;1;1;700;700;0;1400;602;13;2;600;3;599;97;62;268;219;89;103;65;104;52;50;21;41;0;0;;1;1;0;6;4;;0;1;1;;0;;14;;;16.17;10.35;44.67;36.56;14.83;17.2;10.83;17.36;8.67;8.35;3.5;6.84;0.0;0.0;;0.17;0.17;0.0;1.0;0.67;;0.0;0.17;0.17;;0.0;;2.34;18003;Bettinaschule
23.02.2025;Bundestagswahl;6412000;19101;191-01;1;1;626;505;0;1131;553;9;1;552;1;552;114;70;184;165;119;116;38;74;41;43;47;58;2;0;;2;3;1;4;4;;0;0;0;;1;;18;;;20.65;12.68;33.33;29.89;21.56;21.01;6.88;13.41;7.43;7.79;8.51;10.51;0.36;0.0;;0.36;0.54;0.18;0.72;0.72;;0.0;0.0;0.0;;0.18;;3.26;19101;Lessing-Gymnasium
23.02.2025;Bundestagswahl;6412000;19102;191-02;1;1;641;551;0;1192;544;18;4;540;4;540;111;84;189;145;119;113;40;77;39;39;32;62;2;1;;1;3;2;5;1;;0;0;0;;0;;15;;;20.56;15.56;35.0;26.85;22.04;20.93;7.41;14.26;7.22;7.22;5.93;11.48;0.37;0.19;;0.19;0.56;0.37;0.93;0.19;;0.0;0.0;0.0;;0.0;;2.78;19102;Lessing-Gymnasium
23.02.2025;Bundestagswahl;6412000;19103;191-03;1;1;778;581;0;1359;635;9;1;634;0;635;159;77;205;181;113;131;47;73;49;53;47;80;3;1;;2;6;4;5;5;;2;0;0;;0;;26;;;25.08;12.13;32.33;28.5;17.82;20.63;7.41;11.5;7.73;8.35;7.41;12.6;0.47;0.16;;0.31;0.95;0.63;0.79;0.79;;0.31;0.0;0.0;;0.0;;4.09;19103;Lessing-Gymnasium
23.02.2025;Bundestagswahl;6412000;19201;192-01;1;1;819;376;0;1195;617;7;5;612;9;608;177;117;170;145;107;119;25;38;44;50;70;99;5;3;;2;10;2;4;4;;0;0;1;;0;;28;;;28.92;19.24;27.78;23.85;17.48;19.57;4.08;6.25;7.19;8.22;11.44;16.28;0.82;0.49;;0.33;1.63;0.33;0.65;0.66;;0.0;0.0;0.16;;0.0;;4.61;19201;Jugend- und Sozialamt Zentrale
23.02.2025;Bundestagswahl;6412000;19202;192-02;1;1;883;356;0;1239;616;17;6;610;5;611;156;98;144;123;102;94;21;34;56;55;119;151;1;1;;3;3;3;7;6;;0;1;0;;1;;42;;;25.57;16.04;23.61;20.13;16.72;15.38;3.44;5.56;9.18;9.0;19.51;24.71;0.16;0.16;;0.49;0.49;0.49;1.15;0.98;;0.0;0.16;0.0;;0.16;;6.87;19202;Jugend- und Sozialamt Zentrale
23.02.2025;Bundestagswahl;6412000;20101;201-01;1;1;812;495;0;1307;709;16;5;704;1;708;115;115;174;150;241;187;41;64;35;40;77;111;2;3;;0;4;2;12;8;;1;1;1;1.0;0;;26;1.0;;16.34;16.24;24.72;21.19;34.23;26.41;5.82;9.04;4.97;5.65;10.94;15.68;0.28;0.42;;0.0;0.57;0.28;1.7;1.13;;0.14;0.14;0.14;0.14;0.0;;3.67;20101;Berufliche Schulen Berta Jourdan
23.02.2025;Bundestagswahl;6412000;20102;201-02;1;1;792;649;0;1441;720;15;1;719;0;720;86;89;216;200;284;210;45;69;34;41;38;81;2;2;;2;7;4;6;2;;1;0;0;1.0;1;;18;0.0;;11.96;12.36;30.04;27.78;39.5;29.17;6.26;9.58;4.73;5.69;5.29;11.25;0.28;0.28;;0.28;0.97;0.56;0.83;0.28;;0.14;0.0;0.0;0.14;0.14;;2.5;20102;Berufliche Schulen Berta Jourdan
