datum;wahl;ags;gebiet-nr_x;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;SPD 1;SPD 2;CDU 1;CDU 2;Grüne 1;Grüne 2;FDP 1;FDP 2;AfD 1;AfD 2;Die Linke 1;Die Linke 2;FW 1;FW 2;Tier 1;Tier 2;PARTEI 1;PARTEI 2;Volt 1;Volt 2;Hum 1;Hum 2;MLPD 1;MLPD 2;BD 1;BD 2;BSW 1;BSW 2;EMRE;F15;SPD 1%;SPD 2%;CDU 1%;CDU 2%;Grüne 1%;Grüne 2%;FDP 1%;FDP 2%;AfD 1%;AfD 2%;Die Linke 1%;Die Linke 2%;FW 1%;FW 2%;Tier 1%;Tier 2%;PARTEI 1%;PARTEI 2%;Volt 1%;Volt 2%;Hum 1%;Hum 2%;MLPD 1%;MLPD 2%;BD 1%;BD 2%;BSW 1%;BSW 2%;gebiet-nr_y;wk_name
23.02.2025;Bundestagswahl;6412000;54101;541-01;1;1;735;198;0;933;411;5;4;407;4;407;139;91;61;69;40;50;9;9;69;65;69;78;6;2;;4;6;3;7;5;;0;1;1;;1;;29;;;34.15;22.36;14.99;16.95;9.83;12.29;2.21;2.21;16.95;15.97;16.95;19.16;1.47;0.49;;0.98;1.47;0.74;1.72;1.23;;0.0;0.25;0.25;;0.25;;7.13;54101;Ev. Kirchengem. Griesheim - Gemeindebüro
23.02.2025;Bundestagswahl;6412000;54102;541-02;1;1;796;324;0;1120;625;9;8;617;8;617;168;104;111;109;106;108;26;37;99;99;87;116;5;5;;5;6;3;8;5;;0;1;1;;2;;23;;;27.23;16.86;17.99;17.67;17.18;17.5;4.21;6.0;16.05;16.05;14.1;18.8;0.81;0.81;;0.81;0.97;0.49;1.3;0.81;;0.0;0.16;0.16;;0.32;;3.73;54102;Ev. Kirchengem. Griesheim - Gemeindebüro
23.02.2025;Bundestagswahl;6412000;54201;542-01;1;1;694;195;0;889;507;8;3;504;2;505;142;102;145;121;35;38;17;26;87;92;59;85;4;3;;4;7;2;5;2;;0;3;1;;0;;29;;;28.17;20.2;28.77;23.96;6.94;7.52;3.37;5.15;17.26;18.22;11.71;16.83;0.79;0.59;;0.79;1.39;0.4;0.99;0.4;;0.0;0.6;0.2;;0.0;;5.74;54201;Eichendorffschule
23.02.2025;Bundestagswahl;6412000;54202;542-02;1;1;802;180;0;982;474;2;9;465;12;462;143;95;72;62;26;32;9;18;93;90;105;105;4;1;;8;6;3;6;6;;0;1;0;;1;;41;;;30.75;20.56;15.48;13.42;5.59;6.93;1.94;3.9;20.0;19.48;22.58;22.73;0.86;0.22;;1.73;1.29;0.65;1.29;1.3;;0.0;0.22;0.0;;0.22;;8.87;54202;Eichendorffschule
23.02.2025;Bundestagswahl;6412000;54203;542-03;1;1;1094;202;0;1296;583;5;20;563;20;563;186;120;101;88;23;24;11;14;96;94;133;151;2;2;;2;6;2;3;1;;0;2;0;;2;;63;;;33.04;21.31;17.94;15.63;4.09;4.26;1.95;2.49;17.05;16.7;23.62;26.82;0.36;0.36;;0.36;1.07;0.36;0.53;0.18;;0.0;0.36;0.0;;0.36;;11.19;54203;Georg-August-Zinn-Schule
23.02.2025;Bundestagswahl;6412000;55101;551-01;1;1;649;267;0;916;481;8;3;478;3;478;126;75;125;104;72;79;19;28;50;52;70;105;3;4;;2;7;2;5;5;;1;1;0;;2;;19;;;26.36;15.69;26.15;21.76;15.06;16.53;3.97;5.86;10.46;10.88;14.64;21.97;0.63;0.84;;0.42;1.46;0.42;1.05;1.05;;0.21;0.21;0.0;;0.42;;3.97;55101;Boehleschule
23.02.2025;Bundestagswahl;6412000;55102;551-02;1;1;567;179;0;746;370;5;4;366;6;364;107;68;80;81;42;42;7;11;63;64;51;60;4;0;;1;4;2;4;3;;1;4;1;;0;;30;;;29.23;18.68;21.86;22.25;11.48;11.54;1.91;3.02;17.21;17.58;13.93;16.48;1.09;0.0;;0.27;1.09;0.55;1.09;0.82;;0.27;1.09;0.27;;0.0;;8.24;55102;Sporthalle Athletikverein
23.02.2025;Bundestagswahl;6412000;55201;552-01;1;1;836;362;0;1198;547;9;7;540;6;541;153;107;132;111;55;51;20;25;86;87;82;104;3;2;;9;5;3;3;2;;1;1;0;;0;;39;;;28.33;19.78;24.44;20.52;10.19;9.43;3.7;4.62;15.93;16.08;15.19;19.22;0.56;0.37;;1.66;0.93;0.55;0.56;0.37;;0.18;0.19;0.0;;0.0;;7.21;55201;Georg-August-Zinn-Schule
23.02.2025;Bundestagswahl;6412000;55202;552-02;1;1;905;237;0;1142;532;4;12;520;6;526;151;95;115;101;49;53;13;27;89;88;81;95;6;6;;6;5;4;10;6;;1;1;0;;5;;39;;;29.04;18.06;22.12;19.2;9.42;10.08;2.5;5.13;17.12;16.73;15.58;18.06;1.15;1.14;;1.14;0.96;0.76;1.92;1.14;;0.19;0.19;0.0;;0.95;;7.41;55202;Gemeindezentrum St. Hedwig
23.02.2025;Bundestagswahl;6412000;55203;552-03;1;1;858;233;0;1091;609;9;11;598;6;603;174;131;125;117;54;59;20;27;110;106;89;80;10;2;;7;3;2;10;11;;1;3;2;;3;;55;;;29.1;21.72;20.9;19.4;9.03;9.78;3.34;4.48;18.39;17.58;14.88;13.27;1.67;0.33;;1.16;0.5;0.33;1.67;1.82;;0.17;0.5;0.33;;0.5;;9.12;55203;KiZ 120
23.02.2025;Bundestagswahl;6412000;56101;561-01;1;1;807;172;0;979;517;4;8;509;12;505;159;118;109;101;26;26;14;18;100;100;93;87;3;2;;4;0;0;5;5;;0;0;0;;1;;43;;;31.24;23.37;21.41;20.0;5.11;5.15;2.75;3.56;19.65;19.8;18.27;17.23;0.59;0.4;;0.79;0.0;0.0;0.98;0.99;;0.0;0.0;0.0;;0.2;;8.51;56101;Fridtjof-Nansen-Schule
23.02.2025;Bundestagswahl;6412000;56102;561-02;1;1;690;207;0;897;469;3;5;464;6;463;157;105;97;84;22;34;15;23;72;69;78;96;6;2;;5;7;5;6;4;;1;4;2;;2;;31;;;33.84;22.68;20.91;18.14;4.74;7.34;3.23;4.97;15.52;14.9;16.81;20.73;1.29;0.43;;1.08;1.51;1.08;1.29;0.86;;0.22;0.86;0.43;;0.43;;6.7;56102;Fridtjof-Nansen-Schule
23.02.2025;Bundestagswahl;6412000;56103;561-03;1;1;740;225;0;965;528;5;8;520;7;521;135;99;94;84;44;44;16;20;133;123;88;92;4;4;;8;2;1;2;5;;2;2;1;;1;;37;;;25.96;19.0;18.08;16.12;8.46;8.45;3.08;3.84;25.58;23.61;16.92;17.66;0.77;0.77;;1.54;0.38;0.19;0.38;0.96;;0.38;0.38;0.19;;0.19;;7.1;56103;Saalbau Nied
23.02.2025;Bundestagswahl;6412000;56104;561-04;1;1;659;196;0;855;451;5;6;445;5;446;121;79;102;89;52;60;14;19;70;67;73;80;4;1;;3;6;6;3;1;;0;0;0;;1;;40;;;27.19;17.71;22.92;19.96;11.69;13.45;3.15;4.26;15.73;15.02;16.4;17.94;0.9;0.22;;0.67;1.35;1.35;0.67;0.22;;0.0;0.0;0.0;;0.22;;8.97;56104;Ev. Kirchengemeinde Nied
23.02.2025;Bundestagswahl;6412000;56105;561-05;1;1;554;149;0;703;300;0;1;299;4;296;74;57;77;63;22;23;10;14;44;49;56;64;7;1;;5;5;2;2;1;;1;2;0;;0;;16;;;24.75;19.26;25.75;21.28;7.36;7.77;3.34;4.73;14.72;16.55;18.73;21.62;2.34;0.34;;1.69;1.67;0.68;0.67;0.34;;0.34;0.67;0.0;;0.0;;5.41;56105;Ev. Kirchengemeinde Nied
23.02.2025;Bundestagswahl;6412000;56201;562-01;1;1;1012;413;0;1425;792;5;9;783;5;787;199;141;181;164;79;92;22;29;174;174;99;118;15;9;;12;5;4;5;1;;0;4;0;;0;;43;;;25.42;17.92;23.12;20.84;10.09;11.69;2.81;3.68;22.22;22.11;12.64;14.99;1.92;1.14;;1.52;0.64;0.51;0.64;0.13;;0.0;0.51;0.0;;0.0;;5.46;56201;Friedrich-List-Schule
23.02.2025;Bundestagswahl;6412000;56202;562-02;1;1;695;234;0;929;472;1;9;463;7;465;119;79;116;111;63;67;27;29;56;63;66;72;7;5;;4;6;1;3;1;;0;0;0;;1;;32;;;25.7;16.99;25.05;23.87;13.61;14.41;5.83;6.24;12.1;13.55;14.25;15.48;1.51;1.08;;0.86;1.3;0.22;0.65;0.22;;0.0;0.0;0.0;;0.22;;6.88;56202;Seniorenwohnanlage
23.02.2025;Bundestagswahl;6412000;56203;562-03;1;1;979;223;0;1202;610;6;19;591;16;594;175;129;144;136;34;44;17;27;106;104;98;104;6;6;;5;6;3;4;2;;0;1;0;;4;;30;;;29.61;21.72;24.37;22.9;5.75;7.41;2.88;4.55;17.94;17.51;16.58;17.51;1.02;1.01;;0.84;1.02;0.51;0.68;0.34;;0.0;0.17;0.0;;0.67;;5.05;56203;Seniorenwohnanlage
23.02.2025;Bundestagswahl;6412000;56204;562-04;1;1;1038;499;0;1537;881;14;7;874;7;874;186;157;270;251;108;114;48;57;159;160;77;78;12;3;;8;5;4;9;12;;1;0;0;;0;;29;;;21.28;17.96;30.89;28.72;12.36;13.04;5.49;6.52;18.19;18.31;8.81;8.92;1.37;0.34;;0.92;0.57;0.46;1.03;1.37;;0.11;0.0;0.0;;0.0;;3.32;56204;Friedrich-List-Schule
23.02.2025;Bundestagswahl;6412000;57001;570-01;1;1;680;268;0;948;497;8;5;492;3;494;131;85;96;94;78;81;8;11;63;59;92;97;7;5;;5;8;9;5;6;;0;4;2;;0;;40;;;26.63;17.21;19.51;19.03;15.85;16.4;1.63;2.23;12.8;11.94;18.7;19.64;1.42;1.01;;1.01;1.63;1.82;1.02;1.21;;0.0;0.81;0.4;;0.0;;8.1;57001;Leibnizschule
23.02.2025;Bundestagswahl;6412000;57002;570-02;1;1;891;201;0;1092;547;4;10;537;8;539;132;84;105;93;45;67;27;32;92;85;104;89;6;4;;11;8;4;10;5;;2;8;1;;2;;60;;;24.58;15.58;19.55;17.25;8.38;12.43;5.03;5.94;17.13;15.77;19.37;16.51;1.12;0.74;;2.04;1.49;0.74;1.86;0.93;;0.37;1.49;0.19;;0.37;;11.13;57002;Robert-Blum-Schule
23.02.2025;Bundestagswahl;6412000;57003;570-03;1;1;894;245;0;1139;591;10;16;575;13;578;201;132;69;71;29;40;11;11;108;103;138;144;3;6;;10;10;5;5;1;;0;1;1;;2;;52;;;34.96;22.84;12.0;12.28;5.04;6.92;1.91;1.9;18.78;17.82;24.0;24.91;0.52;1.04;;1.73;1.74;0.87;0.87;0.17;;0.0;0.17;0.17;;0.35;;9.0;57003;Robert-Blum-Schule
23.02.2025;Bundestagswahl;6412000;58001;580-01;1;1;864;208;0;1072;509;6;7;502;7;502;154;94;94;89;50;63;7;8;70;68;115;122;5;3;;6;3;2;4;5;;1;0;0;;0;;41;;;30.68;18.73;18.73;17.73;9.96;12.55;1.39;1.59;13.94;13.55;22.91;24.3;1.0;0.6;;1.2;0.6;0.4;0.8;1.0;;0.2;0.0;0.0;;0.0;;8.17;58001;Helene-Lange-Schule
23.02.2025;Bundestagswahl;6412000;58002;580-02;1;1;759;266;0;1025;529;5;5;524;4;525;161;106;102;82;93;96;9;28;56;60;83;108;6;4;;5;9;2;5;5;;0;0;0;;1;;28;;;30.73;20.19;19.47;15.62;17.75;18.29;1.72;5.33;10.69;11.43;15.84;20.57;1.15;0.76;;0.95;1.72;0.38;0.95;0.95;;0.0;0.0;0.0;;0.19;;5.33;58002;Kasinoschule
23.02.2025;Bundestagswahl;6412000;59101;591-01;1;1;635;194;0;829;444;5;5;439;3;441;139;79;74;65;66;77;14;20;51;43;77;100;5;1;;4;7;3;6;5;;0;0;0;;1;;43;;;31.66;17.91;16.86;14.74;15.03;17.46;3.19;4.54;11.62;9.75;17.54;22.68;1.14;0.23;;0.91;1.59;0.68;1.37;1.13;;0.0;0.0;0.0;;0.23;;9.75;59101;Paul-Ehrlich-Schule
23.02.2025;Bundestagswahl;6412000;59102;591-02;1;1;660;240;0;900;506;7;4;502;3;503;160;86;87;77;87;103;13;16;53;61;89;109;5;1;;4;3;3;5;8;;0;0;0;;0;;35;;;31.87;17.1;17.33;15.31;17.33;20.48;2.59;3.18;10.56;12.13;17.73;21.67;1.0;0.2;;0.8;0.6;0.6;1.0;1.59;;0.0;0.0;0.0;;0.0;;6.96;59102;Paul-Ehrlich-Schule
23.02.2025;Bundestagswahl;6412000;60101;601-01;1;1;876;399;0;1275;655;5;11;644;10;645;168;112;176;171;71;69;17;22;114;115;73;88;8;3;;9;6;3;10;8;;1;1;0;;1;;43;;;26.09;17.36;27.33;26.51;11.02;10.7;2.64;3.41;17.7;17.83;11.34;13.64;1.24;0.47;;1.4;0.93;0.47;1.55;1.24;;0.16;0.16;0.0;;0.16;;6.67;60101;Gemeindehaus St. Dionysius
23.02.2025;Bundestagswahl;6412000;60102;601-02;1;1;961;275;0;1236;657;7;6;651;7;650;181;138;154;146;51;59;13;25;118;111;108;92;5;0;;4;7;5;12;10;;1;2;0;;0;;59;;;27.8;21.23;23.66;22.46;7.83;9.08;2.0;3.85;18.13;17.08;16.59;14.15;0.77;0.0;;0.62;1.08;0.77;1.84;1.54;;0.15;0.31;0.0;;0.0;;9.08;60102;Meisterschule
23.02.2025;Bundestagswahl;6412000;60201;602-01;1;1;833;292;0;1125;603;3;11;592;5;598;164;131;114;100;35;32;16;16;162;156;84;94;7;5;;7;7;2;2;3;;1;1;1;;0;;50;;;27.7;21.91;19.26;16.72;5.91;5.35;2.7;2.68;27.36;26.09;14.19;15.72;1.18;0.84;;1.17;1.18;0.33;0.34;0.5;;0.17;0.17;0.17;;0.0;;8.36;60201;Ludwig-Weber-Schule
23.02.2025;Bundestagswahl;6412000;60202;602-02;1;1;746;138;0;884;451;6;9;442;5;446;135;96;78;76;17;20;13;14;108;105;79;74;3;2;;10;5;1;3;2;;0;1;2;;0;;44;;;30.54;21.52;17.65;17.04;3.85;4.48;2.94;3.14;24.43;23.54;17.87;16.59;0.68;0.45;;2.24;1.13;0.22;0.68;0.45;;0.0;0.23;0.45;;0.0;;9.87;60202;Ludwig-Weber-Schule
23.02.2025;Bundestagswahl;6412000;60401;604-01;1;1;805;329;0;1134;526;6;10;516;12;514;132;103;125;109;41;44;26;29;84;82;91;87;5;4;;7;5;3;7;6;;0;0;0;;2;;38;;;25.58;20.04;24.22;21.21;7.95;8.56;5.04;5.64;16.28;15.95;17.64;16.93;0.97;0.78;;1.36;0.97;0.58;1.36;1.17;;0.0;0.0;0.0;;0.39;;7.39;60401;Adolf-Reichwein-Schule
23.02.2025;Bundestagswahl;6412000;61101;611-01;1;1;1109;452;0;1561;905;10;13;892;10;895;186;147;309;282;105;111;39;45;143;146;74;80;15;10;;14;12;5;8;5;;0;1;0;;0;;50;;;20.85;16.42;34.64;31.51;11.77;12.4;4.37;5.03;16.03;16.31;8.3;8.94;1.68;1.12;;1.56;1.35;0.56;0.9;0.56;;0.0;0.11;0.0;;0.0;;5.59;61101;Käthe-Kollwitz-Schule
23.02.2025;Bundestagswahl;6412000;61102;611-02;1;1;922;389;0;1311;706;10;13;693;10;696;185;133;187;171;54;63;23;28;140;140;78;79;12;8;;12;10;5;3;3;;3;1;0;;0;;51;;;26.7;19.11;26.98;24.57;7.79;9.05;3.32;4.02;20.2;20.11;11.26;11.35;1.73;1.15;;1.72;1.44;0.72;0.43;0.43;;0.43;0.14;0.0;;0.0;;7.33;61102;Käthe-Kollwitz-Schule
23.02.2025;Bundestagswahl;6412000;61201;612-01;1;1;950;268;0;1218;546;4;11;535;10;536;151;84;107;110;25;42;22;27;109;102;106;116;8;3;;7;3;3;3;3;;0;1;0;;2;;37;;;28.22;15.67;20.0;20.52;4.67;7.84;4.11;5.04;20.37;19.03;19.81;21.64;1.5;0.56;;1.31;0.56;0.56;0.56;0.56;;0.0;0.19;0.0;;0.37;;6.9;61201;Adolf-Reichwein-Schule
23.02.2025;Bundestagswahl;6412000;61202;612-02;1;1;1004;159;0;1163;605;7;18;587;17;588;166;116;112;100;31;30;11;12;134;122;117;136;3;2;;9;10;5;3;1;;2;0;0;;2;;51;;;28.28;19.73;19.08;17.01;5.28;5.1;1.87;2.04;22.83;20.75;19.93;23.13;0.51;0.34;;1.53;1.7;0.85;0.51;0.17;;0.34;0.0;0.0;;0.34;;8.67;61202;Adolf-Reichwein-Schule
23.02.2025;Bundestagswahl;6412000;62101;621-01;1;1;828;315;0;1143;651;13;7;644;10;641;166;124;175;157;80;94;33;30;96;95;75;81;8;5;;10;7;5;4;4;;0;0;0;;0;;36;;;25.78;19.34;27.17;24.49;12.42;14.66;5.12;4.68;14.91;14.82;11.65;12.64;1.24;0.78;;1.56;1.09;0.78;0.62;0.62;;0.0;0.0;0.0;;0.0;;5.62;62101;Ludwig-Erhard-Schule
23.02.2025;Bundestagswahl;6412000;62102;621-02;1;1;787;358;0;1145;615;18;7;608;6;609;150;95;166;150;86;94;22;34;82;82;83;101;4;3;;7;7;1;8;10;;0;0;1;;0;;31;;;24.67;15.6;27.3;24.63;14.14;15.44;3.62;5.58;13.49;13.46;13.65;16.58;0.66;0.49;;1.15;1.15;0.16;1.32;1.64;;0.0;0.0;0.16;;0.0;;5.09;62102;Ludwig-Erhard-Schule
23.02.2025;Bundestagswahl;6412000;62103;621-03;1;1;899;306;0;1205;719;5;11;708;11;708;192;112;228;215;94;122;24;47;75;82;76;77;10;5;;16;6;6;2;0;;0;1;1;;2;;23;;;27.12;15.82;32.2;30.37;13.28;17.23;3.39;6.64;10.59;11.58;10.73;10.88;1.41;0.71;;2.26;0.85;0.85;0.28;0.0;;0.0;0.14;0.14;;0.28;;3.25;62103;Anni-Albers-Schule f Mode Medien Gestalt
23.02.2025;Bundestagswahl;6412000;62104;621-04;1;1;1084;324;0;1408;808;8;8;800;12;796;232;158;204;187;84;101;32;39;122;116;98;94;5;7;;9;9;6;13;15;;1;1;1;;0;;62;;;29.0;19.85;25.5;23.49;10.5;12.69;4.0;4.9;15.25;14.57;12.25;11.81;0.62;0.88;;1.13;1.12;0.75;1.62;1.88;;0.13;0.12;0.13;;0.0;;7.79;62104;Karl-von-Ibell-Schule
23.02.2025;Bundestagswahl;6412000;62201;622-01;1;1;816;133;0;949;473;3;18;455;14;459;127;88;75;59;45;46;10;12;76;77;105;108;9;5;;6;3;3;5;3;;1;0;0;;3;;48;;;27.91;19.17;16.48;12.85;9.89;10.02;2.2;2.61;16.7;16.78;23.08;23.53;1.98;1.09;;1.31;0.66;0.65;1.1;0.65;;0.22;0.0;0.0;;0.65;;10.46;62201;Walter-Kolb-Schule Außenstelle
23.02.2025;Bundestagswahl;6412000;62202;622-02;1;1;978;198;0;1176;698;4;18;680;7;691;189;111;130;134;40;57;27;29;152;151;112;101;13;6;;9;8;2;9;7;;0;0;0;;1;;83;;;27.79;16.06;19.12;19.39;5.88;8.25;3.97;4.2;22.35;21.85;16.47;14.62;1.91;0.87;;1.3;1.18;0.29;1.32;1.01;;0.0;0.0;0.0;;0.14;;12.01;62202;Walter-Kolb-Schule
23.02.2025;Bundestagswahl;6412000;62203;622-03;1;1;1200;279;0;1479;699;6;12;687;11;688;219;144;100;84;33;33;14;20;152;145;150;154;6;2;;6;9;5;4;1;;0;0;0;;1;;93;;;31.88;20.93;14.56;12.21;4.8;4.8;2.04;2.91;22.13;21.08;21.83;22.38;0.87;0.29;;0.87;1.31;0.73;0.58;0.15;;0.0;0.0;0.0;;0.15;;13.52;62203;Walter-Kolb-Schule
23.02.2025;Bundestagswahl;6412000;63101;631-01;1;1;845;316;0;1161;603;8;5;598;5;598;136;107;153;138;70;64;25;34;121;123;70;75;7;3;;8;5;4;11;8;;0;0;0;;0;;34;;;22.74;17.89;25.59;23.08;11.71;10.7;4.18;5.69;20.23;20.57;11.71;12.54;1.17;0.5;;1.34;0.84;0.67;1.84;1.34;;0.0;0.0;0.0;;0.0;;5.69;63101;Saalbau Volkshaus Sossenheim
23.02.2025;Bundestagswahl;6412000;63102;631-02;1;1;821;333;0;1154;588;4;5;583;4;584;125;84;177;168;52;73;24;22;112;116;68;71;8;6;;2;9;2;6;8;;0;2;1;;1;;30;;;21.44;14.38;30.36;28.77;8.92;12.5;4.12;3.77;19.21;19.86;11.66;12.16;1.37;1.03;;0.34;1.54;0.34;1.03;1.37;;0.0;0.34;0.17;;0.17;;5.14;63102;Edith-Stein-Schule
23.02.2025;Bundestagswahl;6412000;63103;631-03;1;1;866;185;1051;2102;552;4;10;542;8;544;145;93;107;104;27;32;16;13;122;113;98;90;8;5;;8;17;3;1;2;;0;1;0;;0;;81;;;26.75;17.1;19.74;19.12;4.98;5.88;2.95;2.39;22.51;20.77;18.08;16.54;1.48;0.92;;1.47;3.14;0.55;0.18;0.37;;0.0;0.18;0.0;;0.0;;14.89;63103;Edith-Stein-Schule
23.02.2025;Bundestagswahl;6412000;63104;631-04;1;1;873;180;0;1053;533;4;10;523;5;528;142;100;133;120;31;31;9;16;115;110;80;97;4;5;;1;0;0;8;9;;0;1;0;;1;;38;;;27.15;18.94;25.43;22.73;5.93;5.87;1.72;3.03;21.99;20.83;15.3;18.37;0.76;0.95;;0.19;0.0;0.0;1.53;1.7;;0.0;0.19;0.0;;0.19;;7.2;63104;Victor-Gollancz-Haus
23.02.2025;Bundestagswahl;6412000;63201;632-01;1;1;849;300;0;1149;481;2;3;478;4;477;151;102;80;73;31;26;8;19;77;72;119;122;0;1;;2;4;9;7;4;;1;1;2;;0;;44;;;31.59;21.38;16.74;15.3;6.49;5.45;1.67;3.98;16.11;15.09;24.9;25.58;0.0;0.21;;0.42;0.84;1.89;1.46;0.84;;0.21;0.21;0.42;;0.0;;9.22;63201;Volkshausverein Ffm-Sossenheim e. V.
23.02.2025;Bundestagswahl;6412000;63202;632-02;1;1;811;266;0;1077;599;15;9;590;6;593;134;99;163;146;51;60;18;24;136;139;64;74;5;3;;9;7;2;11;5;;0;1;0;;1;;31;;;22.71;16.69;27.63;24.62;8.64;10.12;3.05;4.05;23.05;23.44;10.85;12.48;0.85;0.51;;1.52;1.19;0.34;1.86;0.84;;0.0;0.17;0.0;;0.17;;5.23;63202;Albrecht-Dürer-Schule
23.02.2025;Bundestagswahl;6412000;63203;632-03;1;1;864;157;0;1021;518;7;13;505;8;510;176;127;86;72;13;24;17;21;73;69;126;109;3;4;;5;5;2;5;3;;0;1;0;;0;;74;;;34.85;24.9;17.03;14.12;2.57;4.71;3.37;4.12;14.46;13.53;24.95;21.37;0.59;0.78;;0.98;0.99;0.39;0.99;0.59;;0.0;0.2;0.0;;0.0;;14.51;63203;Saalbau Volkshaus Sossenheim
23.02.2025;Bundestagswahl;6412000;64001;640-01;1;1;647;404;0;1051;572;9;0;572;2;570;97;88;243;229;105;92;25;39;67;66;17;19;2;3;;6;6;3;9;4;;0;0;0;1.0;2;;19;0.0;;16.96;15.44;42.48;40.18;18.36;16.14;4.37;6.84;11.71;11.58;2.97;3.33;0.35;0.53;;1.05;1.05;0.53;1.57;0.7;;0.0;0.0;0.0;0.17;0.35;;3.33;64001;Saalbau Nieder-Erlenbach
23.02.2025;Bundestagswahl;6412000;64002;640-02;1;1;730;371;0;1101;602;11;5;597;3;599;103;91;223;196;142;115;21;33;53;60;33;56;4;4;;5;9;5;7;8;;0;0;0;2.0;2;;24;0.0;;17.25;15.19;37.35;32.72;23.79;19.2;3.52;5.51;8.88;10.02;5.53;9.35;0.67;0.67;;0.83;1.51;0.83;1.17;1.34;;0.0;0.0;0.0;0.34;0.33;;4.01;64002;Saalbau Nieder-Erlenbach
23.02.2025;Bundestagswahl;6412000;64003;640-03;1;1;765;418;0;1183;625;11;5;620;3;622;90;98;256;227;121;105;30;51;76;70;33;37;3;2;;3;5;4;5;5;;0;0;1;0.0;0;;19;1.0;;14.52;15.76;41.29;36.5;19.52;16.88;4.84;8.2;12.26;11.25;5.32;5.95;0.48;0.32;;0.48;0.81;0.64;0.81;0.8;;0.0;0.0;0.16;0.0;0.0;;3.05;64003;Saalbau Nieder-Erlenbach
23.02.2025;Bundestagswahl;6412000;65001;650-01;1;1;943;509;0;1452;766;7;5;761;3;763;138;132;238;222;128;95;19;32;119;121;73;82;6;5;;7;14;5;18;18;;2;1;1;6.0;6;;35;1.0;;18.13;17.3;31.27;29.1;16.82;12.45;2.5;4.19;15.64;15.86;9.59;10.75;0.79;0.66;;0.92;1.84;0.66;2.37;2.36;;0.26;0.13;0.13;0.79;0.79;;4.59;65001;Grundschule Kalbach
23.02.2025;Bundestagswahl;6412000;65002;650-02;1;1;787;451;0;1238;619;7;6;613;4;615;107;99;216;189;89;74;28;39;92;100;62;57;3;2;;3;4;3;7;5;;1;1;0;4.0;1;;42;0.0;;17.46;16.1;35.24;30.73;14.52;12.03;4.57;6.34;15.01;16.26;10.11;9.27;0.49;0.33;;0.49;0.65;0.49;1.14;0.81;;0.16;0.16;0.0;0.65;0.16;;6.83;65002;Grundschule Kalbach
23.02.2025;Bundestagswahl;6412000;65003;650-03;1;1;785;361;0;1146;682;11;6;676;5;677;122;110;223;200;138;112;48;41;87;96;33;59;4;4;;4;7;4;10;7;;1;0;0;4.0;4;;35;0.0;;18.05;16.25;32.99;29.54;20.41;16.54;7.1;6.06;12.87;14.18;4.88;8.71;0.59;0.59;;0.59;1.04;0.59;1.48;1.03;;0.15;0.0;0.0;0.59;0.59;;5.17;65003;Ev. Kita Krambambuli
23.02.2025;Bundestagswahl;6412000;65101;651-01;1;1;725;364;0;1089;626;19;5;621;5;621;118;107;186;170;132;104;37;47;89;92;42;51;1;2;;8;6;1;7;5;;0;0;0;2.0;1;;33;1.0;;19.0;17.23;29.95;27.38;21.26;16.75;5.96;7.57;14.33;14.81;6.76;8.21;0.16;0.32;;1.29;0.97;0.16;1.13;0.81;;0.0;0.0;0.0;0.32;0.16;;5.31;65101;Grundschule Riedberg
23.02.2025;Bundestagswahl;6412000;65102;651-02;1;1;756;393;0;1149;681;8;2;679;1;680;96;94;273;240;149;122;40;71;83;82;19;37;4;2;;1;3;3;10;5;;1;0;0;1.0;0;;22;1.0;;14.14;13.82;40.21;35.29;21.94;17.94;5.89;10.44;12.22;12.06;2.8;5.44;0.59;0.29;;0.15;0.44;0.44;1.47;0.74;;0.15;0.0;0.0;0.15;0.0;;3.24;65102;Grundschule Riedberg
23.02.2025;Bundestagswahl;6412000;65103;651-03;1;1;790;324;0;1114;705;15;4;701;1;704;112;113;230;199;168;136;63;79;70;78;36;50;3;2;;3;4;0;13;6;;0;0;0;2.0;1;;37;0.0;;15.98;16.05;32.81;28.27;23.97;19.32;8.99;11.22;9.99;11.08;5.14;7.1;0.43;0.28;;0.43;0.57;0.0;1.85;0.85;;0.0;0.0;0.0;0.29;0.14;;5.26;65103;Gymnasium Riedberg
23.02.2025;Bundestagswahl;6412000;65104;651-04;1;1;802;348;0;1150;631;6;1;630;3;628;117;111;211;195;118;96;48;53;61;63;48;67;4;4;;1;7;5;11;4;;0;0;0;3.0;1;;28;2.0;;18.57;17.68;33.49;31.05;18.73;15.29;7.62;8.44;9.68;10.03;7.62;10.67;0.63;0.64;;0.16;1.11;0.8;1.75;0.64;;0.0;0.0;0.0;0.48;0.16;;4.46;65104;Gymnasium Riedberg
23.02.2025;Bundestagswahl;6412000;65105;651-05;1;1;807;296;0;1103;637;9;7;630;5;632;120;117;225;192;117;95;43;59;67;68;40;54;5;3;;3;2;3;8;4;;0;0;0;1.0;0;;34;2.0;;19.05;18.51;35.71;30.38;18.57;15.03;6.83;9.34;10.63;10.76;6.35;8.54;0.79;0.47;;0.47;0.32;0.47;1.27;0.63;;0.0;0.0;0.0;0.16;0.0;;5.38;65105;Marie-Curie-Schule
